time_stamp,air_temperature,humidity,co2,ec,pH,water_temperature
1573682825,83.5,70.6,1126,1983,5.99,77.5
1573682825,83.5,70.6,1126,1983,5.99,77.5
1573682885,83.5,71.7,1113,1985,5.99,77.5
1573682885,83.5,71.7,1113,1985,5.99,77.5
1573682945,83.8,71.8,1045,1984,5.99,77.5
1573682945,83.8,71.8,1045,1984,5.99,77.5
1573683005,84,71.7,1014,1984,5.99,77.5
1573683005,84,71.7,1014,1984,5.99,77.5
1573683065,84.2,71.5,992,1984,5.99,77.5
1573683065,84.2,71.5,992,1984,5.99,77.5
1573683125,84.4,71.5,953,1983,5.99,77.5
1573683125,84.4,71.5,953,1983,5.99,77.5
1573683185,84.5,71.5,940,1984,5.99,77.5
1573683185,84.5,71.5,940,1984,5.99,77.5
1573683245,84.6,71.6,926,1983,5.99,77.5
1573683245,84.6,71.6,926,1983,5.99,77.5
1573683305,84.8,71.2,906,1983,5.99,77.5
1573683305,84.8,71.2,906,1983,5.99,77.5
1573683365,85,71.4,899,1983,5.99,77.5
1573683365,85,71.4,899,1983,5.99,77.5
1573683425,85.1,71.3,897,1982,5.99,77.5
1573683425,85.1,71.3,897,1982,5.99,77.5
1573683485,85.1,71.4,903,1982,5.99,77.5
1573683485,85.1,71.4,903,1982,5.99,77.5
1573683545,84.9,71.5,915,1982,5.99,77.5
1573683545,84.9,71.5,915,1982,5.99,77.5
1573683605,84.8,71.6,941,1982,5.99,77.5
1573683605,84.8,71.6,941,1982,5.99,77.5
1573683665,84.9,71.5,969,1982,5.99,77.5
1573683665,84.9,71.5,969,1982,5.99,77.5
1573683725,85,71.4,1018,1982,6,77.5
1573683725,85,71.4,1018,1982,6,77.5
1573683785,85.1,71.4,1044,1981,6,77.5
1573683785,85.1,71.4,1044,1981,6,77.5
1573683845,85.1,71.4,1069,1979,5.99,77.5
1573683845,85.1,71.4,1069,1979,5.99,77.5
1573683905,85.1,71.3,1087,1981,6,77.5
1573683905,85.1,71.3,1087,1981,6,77.5
1573683965,84.9,71.2,634,1979,5.99,77.5
1573683965,84.9,71.2,634,1979,5.99,77.5
1573684025,84.8,71.1,1108,1979,6,77.5
1573684025,84.8,71.1,1108,1979,6,77.5
1573684085,84.7,71.3,1116,1979,5.99,77.5
1573684085,84.7,71.3,1116,1979,5.99,77.5
1573684145,84.8,71.3,1108,1978,6,77.5
1573684145,84.8,71.3,1108,1978,6,77.5
1573684205,85,71.4,1104,1977,5.99,77.5
1573684265,85.1,71.2,1092,1978,6,77.5
1573684325,85.1,71.3,1087,1978,5.99,77.5
1573684385,84.9,71.3,1077,1978,6,77.5
1573684445,84.8,71.2,1073,1977,5.99,77.5
1573684505,84.8,71.3,1069,1976,6,77.5
1573684565,84.9,71.3,1067,1977,6,77.5
1573684625,85,71.3,1056,1976,6,77.5
1573684685,85.1,71.3,1053,1976,6,77.5
1573684745,85.1,71.1,1048,1976,6,77.5
1573684805,84.9,71.2,1045,1976,6,77.5
1573684865,84.8,71.3,1041,1975,5.99,77.5
1573684925,84.9,71.3,1048,1975,6,77.5
1573684985,85,71.2,1051,1974,6,77.5
1573685045,85.1,71.1,1060,1974,6,77.5
1573685105,85,71.1,1079,1974,6,77.5
1573685165,84.9,71,1092,1974,5.99,77.5
1573685225,84.7,71.1,1097,1974,6,77.5
1573685285,84.7,70.3,1108,1972,6,77.5
1573685345,84.7,70.5,1114,1972,6,77.5
1573685405,84.8,71.1,1113,1972,5.99,77.5
1573685465,85,71.5,1106,1972,6,77.5
1573685525,85.1,71.5,1103,1971,6,77.5
1573685585,85,69.4,1095,1971,6,77.5
1573685645,84.3,67.1,1091,1971,6,77.5
1573685705,83.7,68.8,1085,1971,6,77.5
1573685765,83.4,70.7,1069,1970,6,77.5
1573685825,83.5,71.5,1048,1971,6,77.5
1573685885,83.7,71.5,1011,1970,6,77.5
1573685945,83.9,71.4,988,1969,6.01,77.5
1573686005,84.2,71.4,968,1970,6.01,77.5
1573686066,84.4,71.3,946,1969,6.01,77.5
1573686125,84.5,71.3,939,1970,6.01,77.5
1573686185,84.7,71.3,937,1969,6.01,77.5
1573686245,84.9,71.1,935,1968,6.01,77.5
1573686305,85,71.1,928,1969,6.01,77.5
1573686365,85.1,71,939,1968,6.01,77.5
1573686425,85.1,70.9,945,1968,6.01,77.5
1573686485,84.9,71,955,1968,6.01,77.5
1573686545,84.7,71,982,1968,6.01,77.5
1573686605,84.7,71.1,998,1967,6.01,77.5
1573686665,84.8,71.1,1018,1968,6.01,77.5
1573686725,84.9,71.3,1038,1967,6.01,77.5
1573686785,85,71,1048,1967,6.01,77.5
1573686845,85.1,71.1,1053,1967,6.01,77.5
1573686905,85.1,71,1053,1965,6.01,77.5
1573686965,85,70.8,1052,1967,6.01,77.5
1573687025,84.8,70.9,1052,1965,6.01,77.5
1573687085,84.7,71,1047,1965,6,77.5
1573687145,84.8,71.2,1038,1965,6,77.5
1573687205,85,71,1031,1965,6,77.5
1573687265,85,71.1,1024,1964,6,77.5
1573687325,85.1,71,1016,1963,6,77.5
1573687385,85.1,70.9,1011,1964,6,77.5
1573687445,85,70.9,1011,1963,6.01,77.5
1573687505,84.8,71,1012,1963,6.01,77.5
1573687565,84.8,71.2,1019,1963,6.01,77.5
1573687625,84.8,71.2,1025,1963,6.01,77.5
1573687685,84.9,71.3,1027,1963,6.01,77.5
1573687745,85,71.3,1033,1962,6.01,77.5
1573687805,85.1,71.1,1037,1962,6.01,77.5
1573687865,85,71.1,1040,1962,6.01,77.5
1573687925,84.8,71.2,1052,1962,6.01,77.5
1573687985,84.8,71.3,1065,1962,6.01,77.5
1573688045,84.9,71.3,1065,1960,6.01,77.5
1573688105,85,71.4,1082,1960,6.01,77.5
1573688165,85.1,71.2,1089,1960,6.01,77.5
1573688225,85.1,71,1093,1960,6.01,77.5
1573688285,84.9,71.2,1093,1959,6.01,77.5
1573688345,84.8,71.3,1096,1960,6.01,77.5
1573688405,84.9,71.3,1100,1960,6.01,77.5
1573688465,85,71.3,1093,1959,6.01,77.5
1573688525,85.1,71.1,1084,1959,6.01,77.5
1573688585,85,71.1,1076,1959,6.01,77.5
1573688645,84.9,71.1,1066,1957,6.01,77.5
1573688705,84.8,71.2,1060,1957,6.01,77.5
1573688765,84.9,71,1051,1956,6.01,77.5
1573688825,85,71.2,1049,1957,6.02,77.5
1573688885,85.1,71,1041,1956,6.02,77.5
1573688945,84.9,70.5,1032,1956,6.02,77.5
1573689005,84.6,69.9,1027,1956,6.02,77.5
1573689065,84.4,70.2,1021,1955,6.02,77.5
1573689125,84.3,71.4,1015,1956,6.02,77.5
1573689185,84.4,72.1,1005,1955,6.02,77.5
1573689245,84.6,72.2,992,1955,6.02,77.5
1573689305,84.8,72.3,990,1955,6.02,77.5
1573689365,85,72,979,1954,6.02,77.5
1573689425,85.1,71.8,980,1954,6.02,77.5
1573689485,85.1,71.6,970,1954,6.02,77.5
1573689545,85.1,71.6,968,1953,6.02,77.5
1573689605,84.9,71.5,966,1954,6.02,77.5
1573689665,84.7,71.5,970,1953,6.02,77.5
1573689725,84.8,71.5,977,1953,6.02,77.5
1573689785,84.9,71.6,982,1953,6.02,77.5
1573689845,85,71.4,987,1952,6.02,77.6
1573689906,85.1,71.4,999,1952,6.02,77.7
1573689965,85.1,71.2,1005,1950,6.02,77.7
1573690025,84.9,71.3,1010,1950,6.02,77.7
1573690085,84.8,71.4,1017,1950,6.02,77.7
1573690145,84.9,71.4,1025,1950,6.02,77.7
1573690205,85,71.5,1022,1950,6.02,77.7
1573690265,85.1,71.3,1033,1950,6.02,77.7
1573690325,85.1,71.2,1038,1950,6.02,77.7
1573690385,84.9,71,1047,1949,6.02,77.7
1573690445,84.8,71.2,1055,1949,6.02,77.7
1573690505,84.8,71.2,1074,1954,6.02,77.7
1573690565,84.9,71.2,1082,1961,6.02,77.7
1573690625,85,71.3,1085,1967,6.01,77.7
1573690685,85.1,71.2,1084,1970,6.01,77.7
1573690745,85.1,71.2,1084,1974,6.01,77.7
1573690805,84.9,71.1,1088,1974,6.01,77.7
1573690865,84.8,71.2,1094,1974,6.01,77.7
1573690925,84.7,71.3,1100,1974,6.02,77.7
1573690985,84.9,71.3,1089,1974,6.02,77.7
1573691045,85,71.3,1080,1972,6.02,77.7
1573691105,85.1,71.3,1075,1972,6.02,77.7
1573691165,85.1,71.3,1070,1971,6.02,77.7
1573691225,84.9,71.2,1072,1971,6.02,77.7
1573691285,84.8,71.3,1066,1971,6.02,77.7
1573691345,84.9,71.3,1047,1971,6.02,77.7
1573691405,85,71.3,1037,1970,6.02,77.7
1573691465,85.1,71.2,1031,1970,6.02,77.7
1573691525,85,71.2,1028,1971,6.02,77.7
1573691585,84.8,71.2,1021,1970,6.02,77.7
1573691645,84.8,71.5,1020,1969,6.02,77.7
1573691705,84.9,71.4,1019,1969,6.02,77.7
1573691765,85,71.3,1027,1968,6.02,77.7
1573691825,85.1,71.3,1030,1968,6.02,77.7
1573691885,85.1,71.4,1030,1969,6.02,77.7
1573691945,85.1,71.3,1032,1967,6.02,77.7
1573692006,84.9,71.4,1036,1968,6.02,77.7
1573692065,84.7,71.3,1059,1967,6.02,77.7
1573692125,84.7,71.5,1073,1967,6.02,77.7
1573692185,84.9,71.6,1090,1967,6.02,77.7
1573692245,85,71.4,1083,1967,6.02,77.7
1573692305,85.1,71.2,1077,1967,6.02,77.7
1573692365,85,71.3,1090,1965,6.02,77.7
1573692425,84.9,71.3,1102,1965,6.02,77.7
1573692485,84.8,71.4,1106,1965,6.02,77.7
1573692545,84.9,71.3,1097,1965,6.02,77.7
1573692605,85,71.4,1086,1965,6.02,77.7
1573692665,85.1,71.5,1079,1965,6.02,77.7
1573692725,85,70.7,1077,1964,6.02,77.7
1573692785,84.7,69.9,1072,1964,6.02,77.7
1573692845,84.4,70.9,1069,1964,6.02,77.7
1573692905,84.3,71.8,1060,1964,6.02,77.7
1573692965,84.5,72.3,1049,1963,6.02,77.7
1573693025,84.7,72.3,1045,1963,6.02,77.7
1573693085,84.9,72.3,1038,1962,6.02,77.7
1573693145,85,72.2,1026,1962,6.03,77.7
1573693205,85.2,71.7,1018,1962,6.03,77.7
1573693265,85,71.6,1019,1963,6.02,77.7
1573693325,84.9,71.6,1013,1962,6.03,77.7
1573693385,84.8,71.4,1008,1962,6.04,77.7
1573693445,84.9,71.5,1007,1962,6.04,77.7
1573693505,85,71.4,1010,1961,6.03,77.7
1573693565,85.1,71.3,1008,1961,6.03,77.7
1573693625,85.1,71.2,1010,1960,6.03,77.7
1573693685,84.9,71.3,1009,1961,6.03,77.7
1573693745,84.7,71.3,1010,1960,6.03,77.7
1573693805,84.8,71.4,1018,1960,6.03,77.7
1573693865,84.9,71.3,1029,1960,6.03,77.7
1573693925,85.1,71.4,1039,1960,6.03,77.7
1573693985,85.2,71.3,1041,1960,6.03,77.7
1573694045,85.1,71.2,1051,1959,6.03,77.7
1573694105,84.9,71.2,1062,1959,6.03,77.7
1573694165,84.7,71.2,1066,1959,6.03,77.7
1573694225,84.8,71.3,1070,1959,6.03,77.7
1573694285,85,71.3,1066,1957,6.03,77.7
1573694345,85,71.3,1060,1957,6.03,77.7
1573694405,85.1,71.2,1055,1957,6.03,77.7
1573694465,85.1,71.2,1050,1957,6.03,77.7
1573694525,85,71.2,1041,1956,6.03,77.7
1573694585,84.8,71.4,1043,1956,6.03,77.7
1573694645,84.8,71.3,1048,1955,6.04,77.7
1573694705,84.9,71.4,1048,1956,6.04,77.7
1573694765,85,71.3,1048,1955,6.03,77.7
1573694825,85.2,71.2,1049,1955,6.04,77.7
1573694885,85,71.1,1054,1955,6.04,77.7
1573694945,84.9,71.1,1066,1955,6.04,77.7
1573695005,84.7,71.2,1079,1954,6.03,77.7
1573695065,84.8,71.3,1075,1954,6.03,77.7
1573695125,84.9,71.2,1076,1954,6.03,77.7
1573695185,85,71.2,1069,1954,6.03,77.7
1573695245,85.1,71.1,1063,1954,6.04,77.7
1573695305,85,71.2,1060,1954,6.04,77.7
1573695366,84.9,71.2,1053,1953,6.04,77.7
1573695425,84.8,71.3,1038,1954,6.04,77.7
1573695485,84.9,71.2,1027,1952,6.04,77.7
1573695545,85,71.1,1014,1953,6.04,77.7
1573695605,85.1,71.1,998,1952,6.04,77.7
1573695665,85.1,71.2,991,1952,6.04,77.7
1573695725,85,71.2,986,1950,6.04,77.7
1573695785,84.9,71.2,988,1950,6.04,77.7
1573695845,84.9,71.2,989,1952,6.04,77.7
1573695905,84.9,71.4,998,1952,6.04,77.7
1573695965,85.1,71.3,1007,1950,6.04,77.7
1573696026,85.2,71.1,1008,1949,6.05,77.7
1573696085,85,71,1021,1950,6.04,77.7
1573696145,84.8,71,1036,1949,6.05,77.7
1573696205,84.7,71.1,1062,1953,6.04,77.7
1573696265,84.9,71.3,1084,1957,6.04,77.7
1573696325,85,71.4,1095,1964,6.04,77.7
1573696385,85.1,71.2,1100,1970,6.04,77.7
1573696445,85,69.6,1106,1972,6.03,77.7
1573696505,84.3,66.9,1108,1975,6.03,77.7
1573696565,83.7,69.5,1104,1975,6.03,77.7
1573696625,83.4,70.4,1095,1974,6.04,77.7
1573696685,83.3,70.9,1070,1974,6.03,77.7
1573696745,83.5,70.4,1061,1974,6.04,77.7
1573696805,83.7,70,1016,1972,6.04,77.7
1573696865,83.6,70,995,1974,6.04,77.7
1573696925,83.6,70.8,961,1972,6.04,77.7
1573696985,83.8,71,945,1974,6.04,77.7
1573697045,84,71,929,1972,6.04,77.6
1573697105,84,70.7,913,1971,6.04,77.5
1573697165,84.1,70.5,907,1972,6.04,77.5
1573697225,84.2,70.3,917,1972,6.04,77.5
1573697285,84.3,70.3,924,1971,6.04,77.5
1573697345,84.5,70.1,929,1971,6.04,77.5
1573697405,84.5,69.8,935,1970,6.04,77.5
1573697466,84.4,70.6,943,1969,6.04,77.5
1573697525,84.3,70.5,944,1970,6.05,77.5
1573697585,84.4,70.3,950,1969,6.05,77.5
1573697645,84.5,70.2,950,1969,6.05,77.5
1573697705,84.5,69.9,940,1969,6.05,77.5
1573697765,84.6,70.5,931,1969,6.05,77.5
1573697825,84.6,71.1,933,1968,6.05,77.5
1573697885,84.6,70.9,940,1968,6.05,77.5
1573697946,84.7,70.6,943,1968,6.05,77.5
1573698005,84.8,70.1,950,1968,6.05,77.5
1573698065,84.7,70,960,1967,6.05,77.5
1573698125,84.6,70.5,969,1967,6.05,77.5
1573698185,84.6,70.5,979,1968,6.05,77.5
1573698245,84.9,70.5,981,1967,6.05,77.5
1573698305,85,70.1,963,1967,6.05,77.5
1573698365,85,69.9,958,1967,6.05,77.5
1573698426,85,70,961,1965,6.05,77.5
1573698485,84.9,70.7,967,1967,6.05,77.5
1573698545,85,70.5,975,1965,6.05,77.5
1573698605,85.1,70.3,974,1965,6.05,77.5
1573698665,85,69.9,974,1965,6.05,77.5
1573698725,84.8,69.8,973,1965,6.05,77.5
1573698785,84.4,70.4,983,1964,6.05,77.5
1573698845,84.3,70.8,1000,1964,6.05,77.5
1573698905,84.4,70.8,1006,1963,6.05,77.5
1573698965,84.6,70.5,1009,1963,6.05,77.5
1573699025,84.7,70,1012,1963,6.05,77.5
1573699085,84.7,69.6,1019,1963,6.05,77.5
1573699145,84.6,70.5,1020,1963,6.05,77.5
1573699205,84.5,70.7,1023,1963,6.05,77.5
1573699265,84.6,70.4,1023,1962,6.05,77.5
1573699325,84.7,70.3,1005,1963,6.05,77.5
1573699385,84.9,69.9,1000,1962,6.05,77.5
1573699445,85,70,1001,1962,6.05,77.5
1573699505,84.8,70.8,1003,1962,6.05,77.5
1573699566,84.9,70.5,1006,1961,6.05,77.5
1573699625,84.9,70.3,1011,1961,6.05,77.5
1573699685,84.9,69.8,1013,1961,6.05,77.5
1573699745,84.9,70.1,1017,1961,6.05,77.5
1573699805,84.8,70.9,1018,1960,6.05,77.5
1573699865,84.9,70.8,1022,1961,6.05,77.5
1573699925,85.1,70.2,1010,1960,6.05,77.5
1573699985,85.1,69.8,999,1960,6.05,77.5
1573700046,84.9,70.3,999,1960,6.05,77.5
1573700105,84.7,71.3,991,1959,6.05,77.5
1573700165,84.7,70.9,990,1959,6.05,77.5
1573700225,84.7,70,996,1959,6.06,77.5
1573700285,84.7,69.7,1002,1959,6.05,77.5
1573700346,84.6,70.7,1013,1959,6.05,77.5
1573700405,84.5,70.5,1022,1957,6.05,77.5
1573700465,84.6,69.9,1025,1959,6.06,77.5
1573700526,84.7,69.9,1021,1957,6.05,77.5
1573700585,84.6,70.9,616,1957,6.06,77.5
1573700645,84.8,71.1,1006,1957,6.06,77.5
1573700705,84.9,70.9,990,1957,6.05,77.5
1573700765,85,70.1,978,1956,6.06,77.5
1573700825,84.9,69.9,973,1956,6.06,77.5
1573700885,84.8,70.5,963,1956,6.06,77.5
1573700945,84.8,70.2,954,1955,6.06,77.5
1573701006,84.9,70.1,940,1955,6.06,77.5
1573701065,85,70.3,931,1954,6.05,77.5
1573701125,85.1,69.9,921,1954,6.06,77.5
1573701185,85,69.7,916,1955,6.05,77.5
1573701245,84.6,70.5,909,1954,6.06,77.5
1573701305,84.3,70.8,897,1954,6.06,77.5
1573701365,84.3,70.4,892,1953,6.06,77.5
1573701425,84.4,70,878,1953,6.06,77.5
1573701486,84.5,69.6,870,1954,6.06,77.5
1573701545,84.3,70.3,869,1954,6.06,77.5
1573701605,84.3,70.6,860,1952,6.07,77.5
1573701665,84.4,70.3,851,1952,6.07,77.5
1573701725,84.5,69.9,830,1953,6.07,77.5
1573701785,84.4,69.7,818,1952,6.07,77.5
1573701845,84.3,70.5,811,1952,6.07,77.5
1573701905,84.3,70.5,806,1952,6.07,77.5
1573701965,84.4,70.1,812,1952,6.07,77.5
1573702025,84.5,70,812,1952,6.07,77.5
1573702085,84.7,70,818,1950,6.07,77.5
1573702145,84.6,71.2,825,1950,6.07,77.5
1573702205,84.7,70.9,833,1950,6.07,77.5
1573702265,84.7,70,846,1950,6.07,77.5
1573702325,84.7,69.7,851,1950,6.07,77.5
1573702385,84.6,70.5,851,1949,6.07,77.5
1573702445,84.6,70.2,840,1949,6.07,77.5
1573702505,84.7,69.8,831,1955,6.07,77.5
1573702565,84.6,69.7,835,1962,6.06,77.5
1573702625,84.5,70.4,835,1967,6.06,77.5
1573702685,84.5,70.5,839,1972,6.07,77.5
1573702745,84.6,70.3,848,1975,6.07,77.5
1573702805,84.7,69.5,855,1976,6.07,77.5
1573702865,84.6,70.3,868,1975,6.07,77.5
1573702925,84.6,70.9,871,1976,6.07,77.5
1573702985,84.9,71.3,870,1976,6.06,77.5
1573703045,85.1,71.4,867,1981,6.06,77.5
1573703105,85.1,71.4,857,1986,6.06,77.5
1573703165,85.1,71.3,849,1992,6.05,77.5
1573703225,85,71.3,842,1997,6.06,77.5
1573703285,84.8,71.3,846,1999,6.06,77.5
1573703345,84.9,71.1,841,2000,6.05,77.5
1573703405,84.9,71.1,843,2000,6.06,77.5
1573703465,85.1,71.1,855,2000,6.06,77.5
1573703525,85.1,71,869,2000,6.06,77.5
1573703585,85,71,879,2000,6.05,77.5
1573703645,84.9,70.9,887,1999,6.06,77.5
1573703705,84.8,70.8,903,1998,6.05,77.5
1573703765,84.8,70.9,913,1998,6.06,77.5
1573703825,84.9,70.9,921,1998,6.06,77.5
1573703885,85,71,922,1998,6.06,77.5
1573703945,85.1,70.8,924,1997,6.06,77.5
1573704005,85.1,70.7,921,1998,6.06,77.5
1573704065,85,70.6,919,1997,6.06,77.5
1573704125,84.8,70.9,877,1997,6.06,77.5
1573704185,84.8,70.9,942,1997,6.05,77.5
1573704245,84.9,70.7,938,1997,6.06,77.5
1573704305,85.1,70.7,938,1997,6.06,77.5
1573704365,85.1,70.7,938,1996,6.05,77.5
1573704425,85,70.5,942,1996,6.06,77.5
1573704485,84.9,70.6,954,1994,6.06,77.5
1573704545,84.7,70.8,977,1994,6.06,77.5
1573704605,84.8,70.7,986,1994,6.06,77.5
1573704665,85,70.7,984,1993,6.06,77.5
1573704725,85,70.5,990,1993,6.06,77.5
1573704785,85.1,70.5,997,1994,6.06,77.5
1573704845,85,70.5,1009,1993,6.06,77.5
1573704905,84.9,70.6,1018,1993,6.06,77.5
1573704965,84.9,70.7,1030,1992,6.06,77.5
1573705025,84.9,70.5,1040,1993,6.06,77.5
1573705085,85,70.6,1040,1993,6.06,77.5
1573705145,85.1,70.5,1048,1992,6.06,77.5
1573705205,85.1,70.8,1057,1992,6.06,77.5
1573705265,85.1,72.7,1064,1991,6.06,77.5
1573705325,85.3,74.3,1067,1992,6.06,77.5
1573705385,85.4,75.4,1073,1991,6.06,77.5
1573705445,85.5,75.4,1077,1991,6.06,77.5
1573705505,85.5,75.5,1074,1991,6.06,77.5
1573705565,85.4,75.3,1078,1991,6.06,77.5
1573705625,85.2,74.5,1078,1991,6.06,77.5
1573705685,85,73.1,1083,1990,6.06,77.5
1573705745,84.8,72.3,1082,1990,6.05,77.6
1573705806,84.7,71.6,1092,1989,6.06,77.7
1573705865,84.7,70.8,1090,1989,6.05,77.7
1573705925,84.7,70.2,1100,1989,6.06,77.7
1573705985,84.7,69.8,1112,1988,6.06,77.7
1573706045,84.6,70,1122,1989,6.05,77.7
1573706105,84.4,70.8,1124,1988,6.06,77.7
1573706165,84.6,70.8,1142,1988,6.07,77.7
1573706225,84.7,70.1,1143,1986,6.07,77.7
1573706285,84.7,69.7,1154,1988,6.07,77.7
1573706345,84.6,70.3,1156,1988,6.07,77.7
1573706405,84.5,70.1,1156,1986,6.06,77.7
1573706465,84.5,69.6,1137,1986,6.07,77.7
1573706525,84.5,69.8,1124,1986,6.07,77.7
1573706585,84.4,70.4,1111,1985,6.07,77.7
1573706645,84.4,70.4,1078,1985,6.07,77.6
1573706705,84.5,70,1087,1985,6.07,77.5
1573706765,84.5,69.5,1077,1985,6.07,77.5
1573706825,84.4,70,1067,1985,6.07,77.5
1573706885,84.2,70.5,1055,1984,6.07,77.5
1573706945,84.4,70.5,1040,1984,6.07,77.5
1573707005,84.5,70.3,1009,1985,6.07,77.5
1573707065,84.7,69.6,1008,1985,6.07,77.5
1573707125,84.6,69.8,998,1984,6.07,77.5
1573707185,84.5,70.3,998,1984,6.07,77.5
1573707245,84.4,70.7,999,1984,6.07,77.5
1573707305,84.5,70,1002,1983,6.07,77.5
1573707365,84.6,69.7,1005,1983,6.07,77.5
1573707425,84.5,70.2,1016,1983,6.07,77.5
1573707485,84.5,70.6,1027,1984,6.07,77.5
1573707545,84.5,70,1034,1983,6.07,77.5
1573707605,84.6,69.6,1034,1982,6.07,77.5
1573707665,84.5,70.2,1027,1983,6.07,77.5
1573707726,85,69,1009,1982,6.07,77.5
1573707785,85.4,67.2,1005,1983,6.07,77.5
1573707845,84.7,68.9,1010,1982,6.07,77.5
1573707905,84.1,69.8,1020,1982,6.07,77.5
1573707965,83.9,70.7,1031,1982,6.07,77.5
1573708025,83.8,70.5,1051,1982,6.07,77.5
1573708085,84,70,1085,1979,6.07,77.5
1573708145,84.1,69.5,1114,1981,6.07,77.5
1573708205,84,70,1127,1981,6.07,77.5
1573708265,83.9,70.6,1140,1979,6.07,77.5
1573708325,83.9,70,1144,1979,6.07,77.5
1573708385,84,69.5,1140,1979,6.07,77.5
1573708445,83.9,70.1,1129,1979,6.07,77.5
1573708505,83.9,70.4,1120,1978,6.07,77.5
1573708565,84,69.8,1110,1979,6.07,77.5
1573708625,84,69.7,1101,1978,6.07,77.5
1573708686,84,70.1,1085,1978,6.07,77.5
1573708745,84,70.3,1075,1978,6.07,77.4
1573708805,84.1,69.8,1060,1978,6.07,77.3
1573708865,84.1,70,1050,1979,6.07,77.3
1573708925,84.2,71.2,1035,1978,6.08,77.4
1573708985,84.5,71.3,1019,1977,6.08,77.3
1573709045,84.6,71.2,995,1977,6.08,77.3
1573709105,84.8,70.8,986,1977,6.08,77.4
1573709165,84.9,70.8,984,1977,6.08,77.3
1573709225,85.1,70.5,980,1977,6.08,77.4
1573709285,85.1,70.5,974,1977,6.08,77.3
1573709345,85,70.4,980,1976,6.08,77.4
1573709405,84.8,70.3,985,1976,6.08,77.3
1573709465,84.8,70.4,1004,1975,6.08,77.4
1573709525,84.9,70.2,1016,1976,6.08,77.3
1573709585,85,70.3,1035,1975,6.08,77.4
1573709645,85.2,70.1,1051,1974,6.08,77.3
1573709705,85.1,70.1,1059,1975,6.08,77.3
1573709765,85,70,1069,1975,6.08,77.4
1573709825,84.8,70.1,1071,1975,6.08,77.4
1573709885,84.8,70,1072,1974,6.08,77.3
1573709945,84.9,70,1064,1972,6.08,77.4
1573710005,84.9,70.5,1059,1974,6.08,77.4
1573710065,84.9,71,1051,1972,6.08,77.3
1573710125,85,71,1037,1974,6.08,77.4
1573710185,85.2,70.4,1019,1974,6.08,77.3
1573710245,85,70.2,1015,1972,6.08,77.5
1573710305,84.9,70.3,1015,1972,6.08,77.5
1573710365,84.8,70,1013,1974,6.08,77.5
1573710425,84.9,70,1020,1972,6.08,77.5
1573710485,85,70,1021,1971,6.08,77.5
1573710545,85.1,70,1021,1972,6.08,77.5
1573710605,84.9,70.9,1033,1971,6.08,77.5
1573710665,84.7,70.8,1039,1970,6.08,77.5
1573710725,84.7,70.6,1049,1970,6.08,77.5
1573710785,84.8,70.4,1060,1971,6.08,77.5
1573710845,84.9,70.3,1067,1971,6.08,77.5
1573710905,85,70.3,1068,1970,6.08,77.5
1573710965,85.1,70,1070,1970,6.08,77.5
1573711025,85.1,70.1,1078,1970,6.08,77.5
1573711085,85,70,1089,1970,6.08,77.5
1573711145,84.8,70,1086,1970,6.08,77.5
1573711205,84.9,69.8,1090,1969,6.08,77.5
1573711265,84.8,70.6,1086,1969,6.08,77.5
1573711325,84.9,70.9,1079,1969,6.08,77.5
1573711385,85,70.6,1069,1969,6.08,77.5
1573711445,85.1,70.3,1050,1969,6.08,77.5
1573711505,85.1,70.1,1035,1968,6.08,77.5
1573711565,84.9,69.9,1028,1968,6.08,77.5
1573711625,84.6,70.7,1023,1967,6.08,77.5
1573711685,84.6,71.3,1006,1967,6.08,77.5
1573711745,84.7,71,1005,1967,6.08,77.5
1573711805,84.9,70.7,996,1967,6.08,77.5
1573711865,85.1,70.4,994,1967,6.08,77.5
1573711925,85.1,70.1,993,1965,6.09,77.5
1573711985,85,70,981,1967,6.08,77.5
1573712045,84.8,70,980,1965,6.09,77.5
1573712105,84.7,70.2,982,1965,6.08,77.5
1573712165,84.8,70,988,1965,6.09,77.5
1573712225,84.9,70,995,1964,6.08,77.5
1573712285,85.1,69.9,1007,1964,6.09,77.5
1573712345,85,70.5,1012,1964,6.08,77.5
1573712405,84.9,70.7,1017,1965,6.09,77.5
1573712465,84.7,69.9,1024,1964,6.08,77.5
1573712525,84.5,69.4,1033,1964,6.09,77.5
1573712585,84.3,70.2,1032,1963,6.08,77.5
1573712645,84.2,70.3,1033,1963,6.09,77.5
1573712705,84.3,70,1040,1963,6.08,77.5
1573712765,84.3,69.5,1038,1963,6.09,77.5
1573712825,84.3,70.3,1037,1962,6.08,77.5
1573712885,84.3,71.3,1040,1963,6.09,77.5
1573712945,84.5,71.5,1035,1962,6.08,77.5
1573713005,84.8,71.2,1028,1963,6.09,77.5
1573713065,85,71,1010,1962,6.09,77.5
1573713125,85.1,70.5,1003,1962,6.09,77.5
1573713185,85.2,70.3,989,1963,6.09,77.5
1573713245,85.1,70.2,975,1961,6.09,77.5
1573713305,84.9,70.3,970,1961,6.09,77.5
1573713365,84.8,70.2,966,1961,6.09,77.5
1573713425,84.7,70.2,972,1961,6.08,77.5
1573713485,84.9,70.2,975,1960,6.09,77.5
1573713545,85.1,69.9,981,1960,6.1,77.5
1573713605,85,70.3,993,1960,6.1,77.5
1573713665,84.7,70.9,1001,1960,6.1,77.5
